Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,mortgage_interest,inflation_rates
49,190,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,736,736,GasA,4,Y,1,736,716,0,1452,0,0,2,0,2,1,3,8,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,0,0,0,0,0,0,,0,,0,6,2009,New,Partial,113000,5.0365,0.1662
50,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,763,0.0,0,192,955,GasA,5,Y,1,955,0,0,955,1,0,1,0,3,1,3,6,Typ,0,3.461038961038961,Attchd,1966.0,1.0,1,386,3.0,3.0,1,0,0,0,0,0,0,,0,,0,1,2007,WD,Normal,127000,6.3373,2.6616
51,60,RL,70.04995836802665,9478,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,4.0,3.0,0.0,5.0,182,0.0,0,612,794,GasA,4,Y,1,794,676,0,1470,0,0,2,0,3,1,3,6,Typ,0,3.461038961038961,Attchd,1997.0,3.0,2,388,3.0,3.0,1,0,75,0,0,0,0,,0,,0,7,2007,WD,Normal,177000,6.3373,2.6616
52,50,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,PConc,3.0,3.0,0.0,0.0,0,0.0,0,816,816,GasA,3,Y,1,816,0,0,1176,0,0,1,0,3,1,3,6,Typ,1,4.0,Detchd,1985.0,1.0,2,528,3.0,3.0,1,112,0,0,0,0,0,,0,Shed,0,9,2006,WD,Normal,114500,6.4133,2.9006
53,90,RM,70.04995836802665,9478,Grvl,,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,3,CBlock,4.0,3.0,0.0,1.0,104,0.0,0,0,816,GasA,3,N,1,816,0,0,816,1,0,1,0,2,1,3,5,Typ,0,3.461038961038961,CarPort,1963.0,1.0,2,516,3.0,3.0,1,106,0,0,0,0,0,,0,,0,5,2010,WD,Normal,110000,4.6898,1.0979
54,20,RL,70.04995836802665,9478,Pave,,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,,0.0,4,3,CBlock,5.0,3.0,0.0,5.0,383,0.0,0,32,1842,GasA,4,Y,1,1842,0,0,1842,2,0,0,1,3,1,4,5,Typ,1,4.0,Attchd,1981.0,3.0,3,894,3.0,3.0,1,0,72,0,0,0,0,,0,,0,11,2006,WD,Normal,163000,6.4133,2.9006
55,80,RL,70.04995836802665,9478,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,384,0.0,0,0,384,GasA,3,Y,1,1360,0,0,1360,0,0,1,0,3,1,3,6,Min1,1,3.0,Detchd,1962.0,1.0,2,572,3.0,3.0,1,0,50,0,0,0,0,,0,,0,2,2007,WD,Normal,130000,6.3373,2.6616
56,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,490,0.0,0,935,1425,GasA,4,Y,1,1425,0,0,1425,0,0,2,0,3,1,3,7,Typ,1,4.0,Attchd,1964.0,2.0,2,576,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2008,WD,Normal,180500,6.0272,2.8263
57,160,FV,70.04995836802665,9478,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,649,0.0,0,321,970,GasA,5,Y,1,983,756,0,1739,1,0,2,1,3,1,4,7,Typ,0,3.461038961038961,Attchd,1999.0,3.0,2,480,3.0,3.0,1,115,0,0,0,0,0,,0,,0,8,2009,WD,Abnorml,172500,5.0365,0.1662
58,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,860,860,GasA,5,Y,1,860,860,0,1720,0,0,2,1,3,1,4,7,Typ,0,3.461038961038961,Attchd,2004.0,2.0,2,565,3.0,3.0,1,0,70,0,0,0,0,,0,,0,8,2006,WD,Normal,196500,6.4133,2.9006
59,60,RL,70.04995836802665,9478,Pave,,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,5,3,PConc,5.0,3.0,0.0,0.0,0,0.0,0,1410,1410,GasA,5,Y,1,1426,1519,0,1464,0,0,3,1,3,1,4,10,Typ,1,4.0,BuiltIn,2006.0,3.0,3,641,3.0,3.0,1,192,0,0,0,0,0,,0,,0,10,2006,New,Partial,163000,6.4133,2.9006
60,20,RL,70.04995836802665,9478,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,632,0.0,0,148,780,GasA,5,Y,1,780,0,0,780,0,0,1,0,2,1,3,4,Typ,0,3.461038961038961,Detchd,1973.0,1.0,1,352,3.0,3.0,1,196,0,0,0,0,0,,0,,0,1,2008,WD,Normal,124900,6.0272,2.8263
61,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,4.0,3.0,0.0,4.0,941,0.0,0,217,1158,GasA,5,Y,1,1158,0,0,1158,1,0,1,1,3,1,4,5,Typ,0,3.461038961038961,Detchd,2006.0,1.0,2,576,3.0,3.0,1,0,50,0,0,0,0,,0,,0,5,2006,New,Partial,158000,6.4133,2.9006
62,75,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,530,530,GasA,3,N,1,581,530,0,1111,0,0,1,0,3,1,2,6,Typ,0,3.461038961038961,Detchd,1935.0,1.0,1,288,3.0,3.0,1,0,0,0,0,0,0,,0,,0,3,2007,WD,Normal,101000,6.3373,2.6616
63,120,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4.0,3.0,0.0,5.0,24,0.0,0,1346,1370,GasA,5,Y,1,1370,0,0,1370,0,0,2,0,2,1,4,6,Typ,1,4.0,Attchd,2006.0,2.0,2,484,3.0,3.0,1,120,49,0,0,0,0,,0,,0,10,2007,WD,Normal,202500,6.3373,2.6616
64,70,RM,70.04995836802665,9478,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,576,576,GasA,4,Y,1,902,808,0,1710,0,0,2,0,3,1,3,9,Typ,0,3.461038961038961,Detchd,1990.0,1.0,2,480,3.0,3.0,1,12,11,0,0,0,0,,0,,0,4,2010,WD,Normal,140000,4.6898,1.0979
65,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4.0,3.0,0.0,5.0,739,0.0,0,318,1057,GasA,5,Y,1,1057,977,0,2034,1,0,2,1,3,1,4,8,Typ,0,3.461038961038961,Attchd,1998.0,2.0,2,645,3.0,3.0,1,0,36,0,0,0,0,,0,,0,2,2009,WD,Normal,219500,5.0365,0.1662
66,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,5.0,3.0,0.0,0.0,0,0.0,0,1143,1143,GasA,5,Y,1,1143,1330,0,2473,0,0,2,1,4,1,4,9,Typ,1,4.0,BuiltIn,2004.0,2.0,3,852,3.0,3.0,1,192,25,0,0,0,0,,0,,0,10,2007,WD,Normal,163000,6.3373,2.6616
67,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,3,3,CBlock,4.0,3.0,0.0,5.0,912,0.0,0,1035,991,GasA,3,Y,1,1087,0,0,2207,1,0,2,0,3,1,3,7,Min1,1,4.0,Attchd,1970.0,2.0,2,576,3.0,3.0,1,301,0,0,0,0,0,,0,,0,7,2010,WD,Normal,180000,4.6898,1.0979
68,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,1013,0.0,0,440,1453,GasA,5,Y,1,1479,0,0,1479,1,0,2,0,3,1,4,7,Typ,0,3.461038961038961,Attchd,2003.0,2.0,2,558,3.0,3.0,1,144,29,0,0,0,0,,0,,0,6,2007,WD,Normal,226000,6.3373,2.6616
69,30,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,747,747,GasA,3,Y,1,747,0,0,747,0,0,1,0,2,1,3,4,Typ,0,3.461038961038961,Attchd,1945.0,1.0,1,220,3.0,3.0,1,0,0,0,0,0,0,,0,,0,6,2010,WD,Normal,80000,4.6898,1.0979
70,50,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,,0.0,4,3,CBlock,3.0,3.0,0.0,3.0,603,0.0,0,701,1304,GasW,3,Y,1,1304,983,0,2287,0,0,2,0,3,1,3,7,Typ,1,3.0,Attchd,1953.0,3.0,2,667,3.0,3.0,1,0,21,0,0,0,0,,0,,0,7,2006,WD,Normal,225000,6.4133,2.9006
71,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,3,3,CBlock,4.0,3.0,0.0,4.0,383,0.0,0,343,991,GasA,5,Y,1,1087,0,0,2223,1,0,2,0,3,1,3,8,Typ,2,4.0,Attchd,1973.0,3.0,2,516,3.0,3.0,1,300,0,0,0,0,0,,0,,0,2,2007,WD,Normal,244000,6.3373,2.6616
72,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,565,0.0,0,280,845,GasA,3,Y,1,845,0,0,845,1,0,1,0,2,1,3,4,Typ,0,3.461038961038961,Detchd,1987.0,1.0,2,360,3.0,3.0,1,0,0,0,0,0,0,,0,,0,6,2007,WD,Normal,129500,6.3373,2.6616
73,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,832,832,GasA,4,Y,1,885,833,0,1718,0,0,2,1,3,1,3,7,Typ,1,3.0,Attchd,1998.0,3.0,2,427,3.0,3.0,1,0,25,0,0,0,0,,0,,0,12,2009,WD,Normal,185000,5.0365,0.1662
74,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,320,0.0,0,404,1086,GasA,4,Y,1,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,0,3.461038961038961,Attchd,1989.0,1.0,2,490,3.0,3.0,1,0,0,0,0,0,0,,0,,0,5,2010,WD,Normal,144900,4.6898,1.0979
75,50,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,,0.0,4,3,CBlock,2.0,3.0,0.0,0.0,0,0.0,0,840,840,GasA,4,N,1,840,765,0,1605,0,0,2,0,3,1,3,8,Typ,0,3.461038961038961,Detchd,1915.0,1.0,1,379,3.0,3.0,1,0,0,0,0,0,0,,0,,0,5,2010,WD,Normal,107400,4.6898,1.0979
76,180,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,3,3,CBlock,4.0,3.0,0.0,5.0,462,0.0,0,0,462,GasA,3,Y,1,526,462,0,988,1,0,1,0,2,1,3,5,Typ,0,3.461038961038961,BuiltIn,1973.0,1.0,1,297,3.0,3.0,1,120,25,0,0,0,0,,0,,0,11,2009,WD,Normal,91000,5.0365,0.1662
77,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,228,0.0,0,724,952,GasA,5,Y,1,952,0,0,952,0,0,1,0,2,1,3,4,Typ,0,3.461038961038961,Detchd,1956.0,1.0,1,283,3.0,3.0,1,0,0,0,0,0,0,,0,,0,4,2008,WD,Normal,135750,6.0272,2.8263
78,50,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,336,0.0,0,295,672,GasA,3,Y,1,1072,213,0,1285,1,0,1,0,2,1,3,6,Min1,0,3.461038961038961,Detchd,1948.0,1.0,1,240,3.0,3.0,1,0,0,0,0,0,0,,0,,0,1,2008,WD,Normal,127000,6.0272,2.8263
79,90,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,477,1768,GasA,3,N,1,1768,0,0,1768,0,0,2,0,4,1,3,8,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,0,0,0,0,0,0,,0,,0,4,2010,WD,Normal,136500,4.6898,1.0979
80,50,RM,70.04995836802665,9478,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,PConc,3.0,3.0,0.0,0.0,0,0.0,0,440,440,GasA,4,Y,1,682,548,0,1230,0,0,1,1,2,1,3,5,Typ,0,3.461038961038961,Detchd,1966.0,1.0,2,440,3.0,3.0,1,74,0,0,0,0,0,,0,,0,5,2009,WD,Normal,110000,5.0365,0.1662
81,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,4.0,3.0,0.0,2.0,448,0.0,0,448,896,GasA,3,Y,1,1182,960,0,2142,0,0,2,1,4,1,4,8,Typ,1,4.0,Attchd,1968.0,3.0,1,509,3.0,3.0,1,0,72,0,0,0,0,,0,,0,6,2009,WD,Normal,193500,5.0365,0.1662
82,120,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,5.0,3.0,0.0,5.0,1201,0.0,0,36,1237,GasA,5,Y,1,1337,0,0,1337,1,0,2,0,2,1,3,5,Typ,0,3.461038961038961,Attchd,1998.0,3.0,2,405,3.0,3.0,1,0,25,0,0,0,0,,0,,0,3,2006,WD,Normal,153500,6.4133,2.9006
83,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,0.0,3,3,PConc,4.0,3.0,0.0,5.0,33,0.0,0,1530,1563,GasA,5,Y,1,1563,0,0,1563,0,0,2,0,3,1,4,6,Typ,1,4.0,Attchd,2007.0,2.0,3,758,3.0,3.0,1,144,25,0,0,0,0,,0,,0,10,2008,WD,Normal,245000,6.0272,2.8263
84,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,1065,1065,GasA,4,Y,1,1065,0,0,1065,0,0,1,1,3,1,3,6,Typ,0,3.461038961038961,Detchd,1974.0,1.0,2,461,3.0,3.0,1,74,0,0,0,0,0,,0,,0,7,2007,COD,Normal,126500,6.3373,2.6616
85,80,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,384,384,GasA,4,Y,1,804,670,0,1474,0,0,2,1,3,1,3,7,Typ,1,3.0,BuiltIn,1995.0,3.0,2,400,3.0,3.0,1,120,72,0,0,0,0,,0,Shed,0,5,2009,WD,Normal,168500,5.0365,0.1662
86,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,4,3,CBlock,4.0,3.0,0.0,0.0,0,0.0,0,1288,1288,GasA,5,Y,1,1301,1116,0,2417,0,0,2,1,4,1,4,9,Typ,1,3.0,Attchd,1991.0,1.0,2,462,3.0,3.0,1,127,82,0,0,0,0,,0,,0,4,2006,WD,Normal,163000,6.4133,2.9006
87,60,RL,70.04995836802665,9478,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,684,684,GasA,5,Y,1,684,876,0,1560,0,0,2,1,3,1,4,6,Typ,1,4.0,BuiltIn,2005.0,3.0,2,400,3.0,3.0,1,100,38,0,0,0,0,,0,,0,3,2009,WD,Normal,174000,5.0365,0.1662
88,160,FV,70.04995836802665,9478,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,612,612,GasA,5,Y,1,612,612,0,1224,0,0,2,1,2,1,4,4,Typ,0,3.461038961038961,Detchd,2009.0,2.0,2,528,3.0,3.0,1,0,25,0,0,0,0,,0,,0,6,2009,New,Partial,164500,5.0365,0.1662
89,50,C (all),70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,5,1915,1982,Hip,CompShg,Plywood,Plywood,,0.0,2,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,1013,1013,GasA,3,N,1,1013,0,0,1526,0,0,1,0,2,1,2,6,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,0,0,0,0,0,0,,0,,0,10,2009,ConLD,Abnorml,85000,5.0365,0.1662
90,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,4.0,3.0,0.0,5.0,588,0.0,0,402,990,GasA,5,Y,1,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,0,0,0,0,0,0,,0,,0,8,2007,WD,Normal,123600,6.3373,2.6616
91,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,3,3,Slab,3.5797610681658467,3.0,0.0,2.6380885453267746,0,0.0,0,0,991,GasA,3,Y,1,1040,0,0,1040,0,0,1,0,2,1,3,4,Typ,0,3.461038961038961,Detchd,1950.0,1.0,2,420,3.0,3.0,1,0,29,0,0,0,0,,0,,0,7,2006,WD,Normal,109900,6.4133,2.9006
92,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,600,0.0,0,635,1235,GasA,3,Y,1,1235,0,0,1235,0,0,1,0,2,1,3,6,Typ,0,3.461038961038961,Attchd,1961.0,1.0,2,480,3.0,3.0,1,0,0,0,0,0,0,,0,,0,12,2006,WD,Abnorml,98600,6.4133,2.9006
93,30,RL,70.04995836802665,9478,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,4.0,3.0,0.0,4.0,713,0.0,0,163,876,GasA,5,Y,1,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,3.461038961038961,Detchd,1921.0,1.0,2,432,3.0,3.0,1,0,0,0,0,0,0,,0,,0,8,2009,WD,Normal,163500,5.0365,0.1662
94,190,C (all),70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,3.0,3.0,0.0,2.0,1046,0.0,0,168,1214,GasW,5,N,1,1260,1031,0,2291,0,0,2,0,4,1,3,9,Typ,1,4.0,Detchd,1978.5061638868744,1.0,2,506,3.0,3.0,1,0,0,0,0,0,0,,0,,0,11,2007,WD,Normal,133900,6.3373,2.6616
95,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,4.0,3.0,0.0,5.0,648,0.0,0,176,824,GasA,5,Y,1,905,881,0,1786,1,0,2,1,3,1,4,7,Typ,0,3.461038961038961,Attchd,1997.0,2.0,2,684,3.0,3.0,1,0,25,0,0,0,0,,0,,0,5,2007,WD,Normal,204750,6.3373,2.6616
96,60,RL,70.04995836802665,9478,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,5,3,PConc,4.0,3.0,0.0,4.0,310,0.0,0,370,680,GasA,4,Y,1,680,790,0,1470,0,0,2,1,3,1,3,6,Typ,1,3.0,BuiltIn,1993.0,3.0,2,420,3.0,3.0,1,232,63,0,0,0,0,,0,Shed,0,4,2009,WD,Normal,185000,5.0365,0.1662
97,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,4.0,1162,0.0,0,426,1588,GasA,5,Y,1,1588,0,0,1588,0,0,2,0,3,1,4,6,Typ,0,3.461038961038961,Attchd,1999.0,2.0,2,472,3.0,3.0,1,158,29,0,0,0,0,,0,,0,8,2006,WD,Normal,214000,6.4133,2.9006
98,20,RL,70.04995836802665,9478,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,520,0.0,0,440,960,GasA,3,Y,1,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,3.461038961038961,Attchd,1965.0,3.0,1,432,3.0,3.0,1,120,0,0,0,0,0,,0,,0,5,2007,WD,Normal,94750,6.3373,2.6616
